cells_series,cells_parallel,cell_capacity_ah,chemistry_0,chemistry_1,chemistry_2,cooling_type_0,cooling_type_1,cooling_type_2
1.5295354496116036,-0.3974672287015621,-1.4427648121647567,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
0.6802181917896237,1.4010270188168177,0.40292633218159957,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-0.5088259691611481,-1.2967143524607518,0.8837240385671138,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
-1.103348049636534,-0.3974672287015621,-1.8239160619274868,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.0007643855320398109,0.5017798950576278,1.19463594411427,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,1.365770666288445,-0.6749845003342017,-0.7145446229081065
1.5295354496116036,0.5017798950576278,-1.1781518336316215,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,1.365770666288445,-0.6749845003342017,-0.7145446229081065
-0.16909906603235617,-1.2967143524607518,0.11254048709655899,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.17062783709643578,-0.3974672287015621,-0.36795888494723156,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,1.365770666288445,-0.6749845003342017,-0.7145446229081065
-0.84855287228994,-1.2967143524607518,0.7034491426782297,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-0.84855287228994,-1.2967143524607518,-0.5253465842286597,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.2555595628786338,-0.3974672287015621,1.2327400113356926,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
1.2747402722650096,-0.3974672287015621,0.7416803343495961,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
1.6144671753938016,1.4010270188168177,0.44978390317806455,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
0.2555595628786338,-0.3974672287015621,0.9734968115253317,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
-1.528006678547524,0.5017798950576278,0.8246362119583045,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
0.0856961113142378,-1.2967143524607518,-1.707354428046586,1.3963711925468212,-0.7305767114330592,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-1.612938404329722,-1.2967143524607518,-0.4422282794986745,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
0.2555595628786338,0.5017798950576278,1.4479837218004632,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.7651499175718217,-0.3974672287015621,-1.3907672741472026,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,1.365770666288445,-0.6749845003342017,-0.7145446229081065
1.4446037238294056,0.5017798950576278,0.7649528339322315,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-1.612938404329722,0.5017798950576278,1.6023694539612514,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.0007643855320398109,1.4010270188168177,-1.6500212594937818,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
1.0199450949184157,0.5017798950576278,0.571364094501487,1.3963711925468212,-0.7305767114330592,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-0.763621146507742,-1.2967143524607518,-0.1833475337482941,1.3963711925468212,-0.7305767114330592,-0.6749845003342017,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.0856961113142378,0.5017798950576278,0.20811680851203548,1.3963711925468212,-0.7305767114330592,-0.6749845003342017,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
0.3404912886608317,-1.2967143524607518,-1.5331589105908416,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.5103547402252278,-1.2967143524607518,-1.6824314356191927,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,1.365770666288445,-0.6749845003342017,-0.7145446229081065
0.5952864660074257,-1.2967143524607518,0.5173197789163796,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-0.4238942433789501,-0.3974672287015621,1.068942470550829,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-0.5088259691611481,1.4010270188168177,0.9233380435970606,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-1.528006678547524,-1.2967143524607518,0.08340261394020641,1.3963711925468212,-0.7305767114330592,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
1.3596719980472076,-1.2967143524607518,-1.4819415422308377,1.3963711925468212,-0.7305767114330592,-0.6749845003342017,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
-1.188279775418732,-0.3974672287015621,0.5919933855848147,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
0.0007643855320398109,-1.2967143524607518,-0.9811667687584492,1.3963711925468212,-0.7305767114330592,-0.6749845003342017,-0.7321873464434212,-0.6749845003342017,1.3994927229738652
-1.018416323854336,0.5017798950576278,1.3783847450942808,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
1.5295354496116036,0.5017798950576278,1.1216776033364513,-0.7161419580535134,-0.7305767114330592,1.4815155007335354,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
-0.2540307918145541,1.4010270188168177,0.6672337670122835,-0.7161419580535134,1.3687816547538927,-0.6749845003342017,-0.7321873464434212,1.4815155007335354,-0.7145446229081065
