weight,capacity,cooling_efficiency,safety_score,manufacturing_cost,charging_efficiency
0.3846462839583664,0.29537708116428923,0.45164749806359406,0.3000771322997835,0.4274446114926758,0.6141820234912458
0.7038100941689142,0.8196381565853749,0.48311963738242136,0.3090320442118847,0.632311358210462,0.5636252619188626
0.19069200569598935,0.2024201343094157,0.8915428204748808,0.41439622124247066,0.6210413688886613,0.7668012124402379
0.416271799089876,0.3378418440016394,0.09804490159821183,0.25038360944670424,0.08100350790957336,0.4002368754549841
0.5562511511659446,0.6214697085665613,0.1149048832773017,0.2788678215378857,0.19046921178810017,0.2261172275269061
0.6122275633399794,0.4779869781365828,0.15105346021227234,0.26584121436417696,0.29244727237813245,0.3601148535596508
0.21068419914641384,0.43044148659039333,0.14691157046177944,0.3906507254403132,0.05247593024103683,0.2057497316553638
0.33227347605048524,0.542321225471573,0.0825045188282994,0.24370443199701264,0.15169810289302108,0.342361943274756
0.22871415358089642,0.2860787113506054,0.5053473442874041,0.21605277486602914,0.3041534016403559,0.5534579359886163
0.11587175212575312,0.24208395665054103,0.1440639533072519,0.14956308119537343,0.09851891255714695,0.18713216412059008
0.4384534098699384,0.3607579602466035,0.5473242130852717,0.26687231561671776,0.433620160473337,0.5286020849681079
0.3759761272807655,0.4908973193634166,0.4805097594817185,0.2835030030310448,0.39001459230169794,0.5211918911748894
0.8154937958681946,0.953987611591736,0.534426201699332,0.3653189707079918,0.5841677097356718,0.4328320882699601
0.3474363550468207,0.459663476312821,0.9133270606338861,0.5214363391931666,0.6496818230991971,0.6494959981353152
0.5043367425299325,0.5776847088581922,0.8583154348709741,0.5226056939484162,0.7120633177227126,0.8224552517778521
0.2218277978731305,0.1383264039219031,0.5380484072609056,0.7522007991014857,0.3004342764661382,0.5578637845365395
0.21997204336466697,0.2269932960618961,0.9062552564323383,0.3987852062254459,0.6839533594913204,0.8019722960872571
0.50475291338803,0.6919926666937338,0.0442302230148196,0.15617036804633888,0.26152879364186915,0.31043438439804616
0.33883836825290775,0.36741036010786243,0.101226383542117,0.3029280188263097,0.12726314871381925,0.24861653462388222
0.4927899439984709,0.7268538788518094,0.5081118989168891,0.32428675325298806,0.5241863191495018,0.6865322174597184
0.46298002957318496,0.5122126101053207,0.08894266024668013,0.09013497533940462,0.22706274164391554,0.3311277506067487
0.670121451825192,0.3439285316947958,0.5549035011564842,0.316992520030422,0.5005102515461721,0.4553947395258624
0.6890639670945065,0.7141326342123914,0.5563304384350514,0.8001999142807684,0.45163963189457357,0.5081910136808636
0.24611112448188077,0.20284143844308614,0.09773635487930105,0.6183296369607824,0.031107261086164822,0.31982691841277955
0.5712702145535804,0.5925746654929319,0.8809071342709769,0.8053758433338362,0.683326442424498,0.7126351084689149
0.23789140887440438,0.2956553449417919,0.10762943363039923,0.27273321504501347,0.05794326464832812,0.4672732885220028
0.2054425805582495,0.12112587344271866,0.10491865565833197,0.12607330977263587,0.03752912020678284,0.20701419736898963
0.19206181292804647,0.4015216889825681,0.4832130129094875,0.4059760055197309,0.25623365528432973,0.5173954375998875
0.29148015597849014,0.405602064440078,0.36051022309539804,0.3340452434688985,0.3778598468093831,0.4492113198438372
0.6250717776376531,0.7135648117055751,0.5756375023648783,0.32261554332428954,0.5521362001623478,0.4957958201300414
0.27598714126293944,0.24506106113204515,0.5065589821783391,0.7077859259234819,0.2993129328180899,0.715415679688304
0.2945212315622414,0.4022503605822073,0.8932674210917932,0.8315804556217502,0.6161111363812307,0.7320613174041388
0.2625490588184294,0.514456468728499,0.9130917038519748,0.4603763176247959,0.7510516428586154,0.7949461657180863
0.1945169606295262,0.1218933169790847,0.8971360664526911,0.8505882258850209,0.6161075189411047,0.6621032768216875
0.44651661595196307,0.7638743447939834,0.48959902017680557,0.3401776293639538,0.388235622692747,0.5184982809119179
0.6977597087745712,0.6401031472839096,0.4669456385486753,0.351049508707718,0.45769934238889176,0.6461335792978096
0.59402213622649,0.8725521247117171,0.43414792257555135,0.27686258909340744,0.5639260678351893,0.578064576168178
0.16014681554630694,0.2841426651968367,0.8469602075069183,0.5455704692710811,0.6146839249316803,0.7494322479656872
0.2610309815347325,0.30534235703306967,0.4625739547233647,0.28196011812412747,0.3804083634098296,0.5581443453737718
0.4257248841588777,0.5398952702189727,0.13842652891415974,0.11535838539516596,0.19094036826718913,0.35379539887847633
0.22105836439362564,0.32238353453147073,0.14132847425436745,0.11087756963526718,0.14288125980968727,0.27010208919338563
0.38999176063715657,0.7017319204202559,0.47182205727964666,0.738687883355393,0.4045151152013122,0.4870367746402704
0.4860466577805639,0.40378085329606217,0.007916485416264996,0.5069157728259457,0.09443425205964151,0.5486790370845287
0.32403192450430646,0.42163399495139736,0.11315586801575139,0.32206444055936345,0.1244479572063816,0.3516085851700046
0.6814029524693717,0.6642144491243724,0.8836902596149276,0.5243818076115229,0.8299824529519613,0.5935398783434209
0.36505609386618787,0.22850044155056234,0.48897112787299657,0.33180572529182517,0.39969771549574273,0.6024240826288789
0.43195018512424455,0.5875349801180518,0.5441821598766946,0.35915363488271956,0.400302083926557,0.6678614429286687
0.19713038566610624,0.21509883248705383,0.9057476951661985,0.4760109423196801,0.6168795846181189,0.6352682562084624
0.7780487414158045,0.5463840156847894,0.07435220675841903,0.6098732779693902,0.14928133454382692,0.29205412888470716
0.6496894477588685,0.5299548813602101,0.06529473924639045,0.5750658135149901,0.14764863464394232,0.44848218933107065
0.4242043349997262,0.4979048534373167,0.49620231363226497,0.26739975848022224,0.5612194887960167,0.5001366112445811
0.7500809316760405,0.6235539428565859,0.07710712339213471,0.3669250294772014,0.37802870120925286,0.26341767830650387
0.4544524315671735,0.6699570534980734,0.8974376806237085,0.551456228446988,0.6851600534677948,0.6645254568587156
0.563562827036851,0.5577105750749385,0.9406922166489391,0.6977314352900871,0.7089321609089675,0.8738751007181347
0.43470615533935064,0.3221215872956068,0.4522141746356576,0.44171208471571677,0.37186085041578143,0.5450142071129416
0.6699103109447533,0.7000844267853134,0.9037445847446741,0.8612096749625099,0.7180308090344342,0.5933744758804425
0.10791595381955935,0.23782791564445596,0.9363180135824278,0.4651704336635879,0.635433722245894,0.5911030147289198
0.6267922708436681,0.426530031139321,0.5031489350412001,0.6399873412288487,0.33554592157177976,0.4876527021314696
0.8253180843645922,0.6411188487580278,0.9287002498750525,0.534473317015602,0.8679788120656348,0.640086155152896
0.3823180714853734,0.39821631510314076,0.8889770733377569,0.3999174792003569,0.7027212775427556,0.6364115828685017
0.19329749294038798,0.17982675397904657,0.9070145900922888,0.760492286084847,0.5821728935975953,0.9654085109584654
0.8265977742448158,0.6820642642397513,0.13015246429870153,0.6330846818451711,0.24370348341402004,0.34440936973816383
0.24129278098551557,0.29530803886891654,0.48402017032362776,0.256849960386599,0.2692763856153565,0.324394286820902
0.19186908608316705,0.26604175764045385,0.5849245534406633,0.34161877841427224,0.2984042952016086,0.4810277117393471
0.2530103553552654,0.4463403696846132,0.5292845009791448,0.6519547239775357,0.3351606257859562,0.5342746094091195
0.43839381949440087,0.49069397146916843,0.16410124788022146,0.182735252859893,0.18425991138310835,0.2179062945822694
0.5367627893297728,0.5215967403240125,0.15496785960922632,0.5607760725055354,0.12020929959630491,0.3765250639062554
0.3888384121385659,0.5119266360405403,0.5194294019418819,0.2856351552969605,0.41924621437916454,0.3508934399821695
0.4438503091262458,0.5661360858851374,0.16736161744280798,0.5430456759300571,0.1411948034490949,0.36907362087192963
0.600548769197199,0.6914416227215643,0.5139415875122152,0.08522367727089719,0.6085403924911517,0.6519632401656774
0.3532348257988414,0.35338511295535935,0.0840621496138046,0.17326508707049293,0.12100955763773341,0.52720816905516
0.16549242006200623,0.6146482285476569,0.9008718075201392,0.5377670202891986,0.595632311625397,0.6143939127767286
0.16679619107119947,0.33477170386027966,0.8606709088042157,0.43490877890225277,0.663252198499096,0.6189472944915169
0.43453858953333335,0.574741287104459,0.42378880371597094,0.24840234673277528,0.5248578858488564,0.5774944468585259
0.2595980335069755,0.1867756189235433,0.07922825235761322,0.24508527093492638,0.03145146005799643,0.40833656731717216
0.6152325900725371,0.5023322180101032,0.11566642314858094,0.23750827574368694,0.3203155137056493,0.3679662674668789
0.14224942513689753,0.49017898748041633,0.9421011469842482,0.4189450264573328,0.6193948497751417,0.8469589224058418
0.24121430207287747,0.3972653083790286,0.8666025987496013,0.4997017179557859,0.6165785794193464,0.9021046441971836
0.569256444534942,0.8600147914913235,0.15257146400333604,0.15859174393411934,0.3396724007720087,0.3247859011252441
0.23618653141993923,0.36115927528790664,0.06512661169366224,0.18678481871432107,0.09880622308333775,0.3277855631697211
0.3534999379280834,0.35812188252649674,0.0765909343294423,0.5858449627452288,0.09089102546446959,0.22504391041041494
0.7362519918592723,0.44344717906058356,0.16985667346466748,0.21548041917998617,0.26136470686923047,0.28427683100060985
0.45197559615876665,0.39836949837146085,0.11467180110502861,0.6465116785651396,0.08517175440715613,0.3463343331696809
0.20764570930719747,0.3584543657396927,0.10596045267981269,0.15005609546096943,0.07204401674646188,0.26283765187030506
0.8560575723062943,0.8795414802262421,0.5158065753806016,0.5957081685869764,0.4518268482800417,0.5194695457116709
0.2167439298235818,0.319745542442759,0.0652951244573779,0.28425282810975494,0.0885264047157715,0.24684263225191705
0.6844693501561877,0.4929831010250307,0.8872613010346,0.8476097364076013,0.6775604652111684,0.845562646649296
0.15758777121924522,0.30930074507905775,0.5066473070095158,0.5123392189966165,0.3173488448802875,0.5931024079232778
0.5935398374999473,0.7324390271228896,0.16128184843670723,0.17479124151229186,0.32163970595267943,0.24707913707779827
0.1729064643327191,0.25551254393440664,0.8345163363346633,0.3030270002987425,0.64470412251036,0.7284306336831707
0.40087535798907836,0.6278928810802475,0.575959524980988,0.3051624732588948,0.4180561066814378,0.40937880414867145
0.3848864448061888,0.4149277900582298,0.8953803544149688,0.4696571873624821,0.7816991330533816,0.6907186391560836
0.5286396501025901,0.7015949734349703,0.06906905971824762,0.1011316108697794,0.3052255928806748,0.22370790457120915
0.4820315796504559,0.6531894459418703,0.06193917146152045,0.055729277215676665,0.28632782906696636,0.2848032537106642
0.5646557951203521,0.709043385432432,0.1235518826618876,0.2107688162293203,0.2660725738316673,0.3579317262103805
0.4574876703526395,0.584696555548468,0.05975093857583946,0.24261177540970524,0.197915274289734,0.3540078061035379
0.3572377137656248,0.26217722154366474,0.4844878967310844,0.7546949776735309,0.3951059889957649,0.444430170952701
0.7506423045734348,0.4571462563175969,0.496702697430487,0.6415059999489582,0.41697494690109915,0.5414128898088917
0.3415036583144704,0.45847976316351446,0.9453200563080633,0.48273493182956617,0.7865497424195895,0.6447550143752401
0.25267881071624654,0.35823863740630907,0.15289791885666082,0.6285429251408722,0.08500995795007421,0.0
0.2756887575451823,0.3367538440308233,0.874970752414381,0.7747764746792066,0.6035992621844288,0.9999999999999996
0.21483614259354228,0.19228098582770028,0.49816821492388297,0.17058758316231248,0.32809364265579355,0.45466719898674013
